Organization Id,Name,Country,Founded,Industry,Number of employees
"CCf5d3ab12f3f7d","Wood Inc","Mayotte","2011","Museums / Institutions","4325"
"aC9cb95039ede7f","Ashley, Butler and Leach","French Southern Territories","1992","Food / Beverages","2668"
"B52949699A29c30","Brock, Barajas and Watts","Armenia","2020","Renewables / Environment","6180"
"C52ed50b7b1cFc6","Moses, Hopkins and Castaneda","Thailand","1972","Computer / Network Security","7019"
"8fbC9D83704a52e","Baker LLC","Belgium","2012","Electrical / Electronic Manufacturing","5144"
"c50Ad7A6fE7A120","Morrow-Sloan","Taiwan","2018","Alternative Dispute Resolution","5922"
"6BB52E4DD2ad393","Lara, Kirby and Gentry","El Salvador","2001","Research Industry","5402"
"9D87BfE2E56F0ff","Jarvis-Wright","Yemen","1984","Computer Software / Engineering","7157"
"aA16B9ace3eb8eF","Scott PLC","Micronesia","1980","Real Estate / Mortgage","5275"
"56b9aa3D085A8ae","Prince LLC","Singapore","1982","Commercial Real Estate","3894"
"8CA5128ceeE0Fa2","Gamble and Sons","Gibraltar","1998","Biotechnology / Greentech","6127"
"81f2fb9b9EaC10A","Cardenas LLC","Mauritania","1997","Fishery","2992"
"C3010BD9A208Edb","Diaz Ltd","British Indian Ocean Territory (Chagos Archipelago)","2004","Semiconductors","5798"
"5627680De1A5e4f","Barajas Ltd","Spain","1983","Wine / Spirits","9832"
"96BA12AfdbeDf05","Russo-Castro","Samoa","2011","Hospitality","5584"
"4a8bf7c90264CBC","Lester Group","Somalia","1982","Staffing / Recruiting","5222"
"Ad4008644cb8AEF","Avery-Cole","British Indian Ocean Territory (Chagos Archipelago)","1985","Legislative Office","260"
"a2D9eb7aB69ffB1","Camacho, Ward and Woodward","Iraq","1979","Financial Services","5247"
"bC61be5b7634587","Patel, Stephens and Branch","Cayman Islands","2016","Sporting Goods","7834"
"591D86cc0CC4129","Trevino LLC","United Arab Emirates","1972","Transportation","6672"
"7dAA4CcFbC3BFC2","Avery-Mccoy","Peru","1983","Real Estate / Mortgage","213"
"040318B02782881","Orr, Dickson and Porter","Samoa","2021","Gambling / Casinos","5066"
"8EcDd8849582F5E","Davila-Atkins","Brunei Darussalam","1994","Professional Training","8903"
"aC21D83a4EbDEdD","Underwood, Allison and Mullins","Uzbekistan","2014","Information Technology / IT","3025"
"1b86f50FB5CeD9B","Galloway PLC","Liechtenstein","1998","Government Relations","4428"
"2a6CF6Db0c5CdFA","Jenkins, Chapman and Powers","Israel","2015","Biotechnology / Greentech","9479"
"3748Ebbbf75A1E9","Hampton-Martin","Colombia","1994","Aviation / Aerospace","7899"
"4FFa9878a2cB2ac","Beasley, Frost and Winters","Antigua and Barbuda","1981","Government Relations","203"
"bba4cC44d06754D","Perkins, Ochoa and Ballard","Uganda","1983","Alternative Medicine","1708"
"9fA5A3b55C1c61f","Wong-Gregory","Mali","2006","Photography","6764"
"Be4831719f9F0a0","Blackburn, Pruitt and Spence","Uruguay","2005","Graphic Design / Web Design","1177"
"bbCBeDaBaabF2d4","Saunders, Villa and Rodgers","Turks and Caicos Islands","1997","Nanotechnology","2375"
"9D9C614BafC9Cc7","Diaz Group","Austria","2018","Sporting Goods","6976"
"C7dF5f675e66d12","Giles, Fox and Kirk","Saint Lucia","2003","Fine Art","8679"
"C51DCB6bEFF5F1D","Andersen Group","Singapore","1978","Performing Arts","5249"
"3c8c0Ac8C5052d2","Jarvis LLC","Croatia","2015","Import / Export","1155"
"a3a4cECEcdB3c19","Jones, Summers and Pratt","Palestinian Territory","2018","Writing / Editing","8931"
"F428faB2e0B230c","Roth-Hardin","Bahamas","1977","Pharmaceuticals","6458"
"A38eAD0d2Be767b","Montoya-Blackwell","Malta","1991","Financial Services","4528"
"6B111bdc4C99CFB","Keller-Duke","Saint Vincent and the Grenadines","1992","Machinery","5012"
"81fbb4C49A4fD5c","Chavez-Rasmussen","Turkmenistan","1993","Religious Institutions","8037"
"CB24E7d17aBb83F","Fitzgerald Ltd","Canada","2012","Veterinary","5102"
"e232AF8C2eeF05F","Leon-Herrera","Mozambique","1985","Professional Training","989"
"0Ee8DbA65Dad81d","Ford Group","Norfolk Island","1978","Supermarkets","8710"
"cFf3CBceeCaCA4E","Huang LLC","New Caledonia","2022","Accounting","5341"
"1abAFF49f5876BB","Nunez-Levy","Cote d'Ivoire","1991","Mining / Metals","5612"
"5Cf36C8e1f49bAA","Dawson-Collins","Dominica","2017","Mechanical or Industrial Engineering","7806"
"2Cd22CdE68A10Bb","Kaiser Group","Trinidad and Tobago","2018","Philanthropy","6903"
"8e0F2708fFD5b40","Kane Inc","Iran","1975","Business Supplies / Equipment","8926"
"B80ac7915cf368C","Archer-Friedman","Azerbaijan","1999","Banking / Mortgage","7528"
"3e4BCF0f61F0B87","Osborn, Small and Blankenship","Italy","1978","Sports","3487"
"fb65079dCeaBdba","Herman, Meadows and Leonard","Serbia","2003","Civic / Social Organization","237"
"6b0c10aa63CBb55","Orr, Robertson and James","Azerbaijan","1995","Government Relations","5181"
"DCFf5B2B0FbcDB3","Adams Group","Brazil","1994","Non - Profit / Volunteering","8194"
"72DeAf80da92601","Sampson, Petersen and Wilcox","Bouvet Island (Bouvetoya)","2007","Fishery","5470"
"C94eefa2de68ccF","Moss PLC","Burkina Faso","1971","Primary / Secondary Education","8857"
"bd4eE6a479fBe55","Gay, Mueller and Werner","Comoros","1985","Higher Education / Acadamia","6470"
"7b5B6920Cbc4a1b","Gay PLC","Romania","2002","Banking / Mortgage","230"
"e9DD8b43D6bdEaB","Berger Inc","Germany","1991","Investment Management / Hedge Fund / Private Equity","7801"
"0fcBAd9a097a8bb","Todd-Todd","Kazakhstan","2001","Events Services","3480"
"9eFA04bda99E0Fc","Shea, Ford and Newton","Faroe Islands","2019","Performing Arts","6998"
"4f318bBD5Ed354f","Schaefer, Ritter and Salinas","Argentina","1996","Mechanical or Industrial Engineering","9635"
"e04faD8BBEBEB4f","Washington-Koch","Romania","2000","Research Industry","4113"
"2A53c4B8d07fACF","Mills LLC","Saudi Arabia","2010","Transportation","2459"
"2fdd4aa38Ad0B45","Watts, Frazier and Ramirez","Latvia","2021","Translation / Localization","4648"
"78612a1f08f1169","Nichols-Vazquez","Heard Island and McDonald Islands","2008","Aviation / Aerospace","4879"
"aeAB0799AfFDB7e","Banks and Sons","Uruguay","2000","Facilities Services","9288"
"E8ac58E69cfF29E","Davidson PLC","Azerbaijan","2010","Publishing Industry","9422"
"b4E5Bc2d6fdE059","Meyers-Mahoney","Equatorial Guinea","1977","Shipbuilding","7812"
"a465eed2aAfC2bb","House PLC","Iceland","1990","Publishing Industry","4797"
"fa6fb1AeA1aFDbC","Mckenzie-Perkins","Bhutan","1988","Translation / Localization","1189"
"Bc51d6Ef1eEFCa6","Shaw-Curry","Reunion","1970","Nanotechnology","6387"
"8fD7D501dD1133C","Cantu, Mcfarland and Wagner","French Southern Territories","2009","Consumer Electronics","1719"
"52Fc99CF244FdcD","Patterson, Miles and Burns","Aruba","1990","Writing / Editing","2451"
"53ecc44f7EBeF6d","Le, Hardin and Chavez","Mexico","2005","Gambling / Casinos","970"
"D6F50D1c2ED466d","Travis PLC","Germany","1996","Railroad Manufacture","6985"
"C014dFF0a42C8eF","Jones-Mercado","Swaziland","2018","Human Resources / HR","6641"
"0b56aabb5CEdd5B","Harrington-Chapman","Bulgaria","2020","Religious Institutions","5045"
"08034Ba8EABf985","Maxwell-Frank","Jersey","2019","Legal Services","583"
"BEfEdECAC3Ef825","Warren, Santos and Poole","Netherlands Antilles","2009","Apparel / Fashion","3748"
"9e6f47da4e797a1","Cherry LLC","Nicaragua","1979","Oil / Energy / Solar / Greentech","1805"
"496aEba81571B5C","Campbell-Wagner","South Georgia and the South Sandwich Islands","2015","Design","1571"
"4Dea6fDc45Eec22","Woodard-Brown","Qatar","2010","Wine / Spirits","4534"
"b9D6Cf4559e8E8A","Mayo-Berry","Eritrea","2014","Information Services","3034"
"7bDaE9E1fe52B6c","Mcintosh Ltd","Greece","2021","Public Safety","7760"
"F641C379B0fb70C","Figueroa Ltd","Croatia","2007","Supermarkets","9173"
"78EC792AC732ca1","Kaufman Inc","Eritrea","1988","Ranching","1553"
"C33fB2d0D74229b","Cuevas LLC","Hong Kong","1990","Motion Pictures / Film","3088"
"0a6e6cAbb97C2ae","Cain-Foley","Slovenia","2008","Performing Arts","1623"
"Ecc1d55DACDA31b","Herrera-Delgado","Belgium","2011","Logistics / Procurement","5962"
"FE0F8fdAbEdab23","Hooper-Carrillo","United States of America","2000","Real Estate / Mortgage","581"
"Eff5c0eDD0FedE7","Vance-Clayton","Zimbabwe","2000","Market Research","8220"
"6053Bf6C796EbB0","Bass, Werner and Madden","Congo","2009","Food / Beverages","1839"
"6E8db86f41bf997","Cantu, Stanton and Huang","Colombia","1970","Library","8234"
"E7cCFDe55Dac3B6","Stone, Vasquez and Contreras","Nauru","1972","Sporting Goods","5347"
"6EAfCAdba5E0bec","Hunter, Holden and Ponce","Cameroon","1994","Religious Institutions","588"
"52CC851F7bfCA2F","Maldonado LLC","Croatia","2018","Consumer Electronics","2765"
"88B1048B0060f9b","Hutchinson, Savage and Cohen","Andorra","2020","Museums / Institutions","2803"
"9cF69B047f62F98","Rodriguez-Howard","Tuvalu","2015","Glass / Ceramics / Concrete","5592"
"bABa4a60C76FC09","Alvarez, Andrews and Rowland","Falkland Islands (Malvinas)","1975","Investment Banking / Venture","7877"
"cD3c629EFBfcd2B","Brennan PLC","Swaziland","1982","Animation","8212"
"4E8b7ddc3229ce6","Leonard-Boyd","Tonga","2019","Animation","8441"
"73cAcfE4814A8E2","Acevedo PLC","Saint Kitts and Nevis","1997","Graphic Design / Web Design","3703"
"dfdEFbFa9c59aaD","Kent, Cross and Goodwin","Poland","1978","Religious Institutions","1758"
"4C465BAf134b0f1","Rivera Group","Uruguay","1988","Internet","8970"
"5BBD5D2a60E7cf5","Lawson, Moss and Wall","Iraq","2007","Architecture / Planning","8734"
"0Cf65d5Dfb04aA6","Floyd PLC","Andorra","1981","Non - Profit / Volunteering","9997"
"f0C5fd6A0bedCB8","Gates-Levy","United States Virgin Islands","1993","Events Services","3242"
"636Bf5ac793EfC2","Hodge, Mullins and Austin","Ecuador","1978","International Trade / Development","1989"
"99eDe78C8aEFDe0","Burton PLC","Libyan Arab Jamahiriya","2020","Hospitality","9057"
"a5EAfAbBE85CB56","Osborn Ltd","Mexico","2017","Legal Services","4298"
"2e10fA34DD9C0F5","Burch PLC","Chad","2010","Information Services","9523"
"13B256fbaAd2bBc","Hickman Group","Vietnam","2003","Non - Profit / Volunteering","1497"
"7b21C0C63fE2e81","French Group","Maldives","1990","Chemicals","9439"
"95DFbB1fc0B9BDa","Riley and Sons","Bhutan","2012","Transportation","6679"
"78fBd31096B99DD","Wilkins Ltd","Slovenia","1982","Glass / Ceramics / Concrete","1307"
"4c4EB4DdF47eC2C","Cohen, Noble and Farmer","Costa Rica","2001","Alternative Dispute Resolution","6170"
"39595Cb0AaafdEf","Hughes Group","Lebanon","2012","Law Enforcement","6486"
"7BDf2ABAfA186Dc","Patrick, Sellers and Kim","Nepal","1996","Consumer Electronics","717"
"4E7d735CbCAa0B0","Nicholson LLC","Cameroon","1979","Legal Services","8619"
"d9428EA5bceAfC5","Boyer LLC","Tanzania","2005","Market Research","7739"
"88cbC9eaF84d5b8","Hooper-Meza","French Guiana","2008","Executive Office","4266"
"7dba40f0ea7CEcb","Pitts-Salas","Slovenia","2014","Venture Capital / VC","3528"
"2E1ed3c809FcfCf","Osborn-Curry","Turks and Caicos Islands","2011","Civil Engineering","3678"
"dEC2e21D3AfE7DA","Good LLC","Holy See (Vatican City State)","1977","Security / Investigations","8490"
"EBBB12B1DB1FBEd","Kim, Owen and Ponce","Malta","2005","Shipbuilding","2906"
"BDBa1300785C7Bb","Boyle Ltd","Lao People's Democratic Republic","2014","Farming","9577"
"2cc170FdC07F83c","Best, Huang and Carter","Moldova","2021","Outsourcing / Offshoring","2061"
"560DE7dF3b1be0a","Short, Norton and Maldonado","Western Sahara","1986","Facilities Services","5561"
"4Dbca828c86caa1","Holden, Whitehead and Johnston","Namibia","1990","Commercial Real Estate","4375"
"5D719DdA078b0A7","Hines, Stuart and Hobbs","Saint Martin","1997","Semiconductors","4381"
"F5f43bAfff2dAcf","Blackwell, Bradford and Mccoy","Faroe Islands","1975","Architecture / Planning","3205"
"935cfa0AbA94BDb","Cook-Zimmerman","Palau","2000","Fine Art","5050"
"af7DF2B0D2b4a16","Ashley PLC","Pakistan","1978","Package / Freight Delivery","597"
"e1F6fCBa1be1Bbc","Trujillo, Dunlap and Boyer","Korea","1973","Food Production","933"
"BAbb8f8E82936cB","Lamb Ltd","Malawi","1981","Glass / Ceramics / Concrete","6546"
"6EBa73BDE4e4d66","Garcia, Rubio and Powell","United States Virgin Islands","2015","Computer Software / Engineering","8906"
"67d9B8Cd41c4a40","Hurst LLC","San Marino","2006","Warehousing","483"
"6db73b230CFFc4A","Washington and Sons","Ghana","2003","Security / Investigations","2248"
"BEDaDCCDA25ADC2","Watts, Glover and Arias","Svalbard & Jan Mayen Islands","1978","Railroad Manufacture","656"
"c532ad0C0A26Abc","Mcdonald Group","Peru","1994","Real Estate / Mortgage","8851"
"0c2D849DACEfA67","Decker, Odonnell and Sanders","Georgia","2015","Writing / Editing","3202"
"db1A80EABb5EFcb","Petersen, Gardner and Booth","Botswana","1970","Graphic Design / Web Design","886"
"F5DdfEDdC4E96Ba","Hatfield Ltd","Guernsey","2006","Utilities","3317"
"6Df48f16b17eaAB","Foley Inc","Zimbabwe","1985","Accounting","2592"
"BfccB36Cc0AfEc6","Yates-Paul","Madagascar","2004","Airlines / Aviation","696"
"EE3Bc76231Aa3fE","Wall-Schwartz","Libyan Arab Jamahiriya","2001","Non - Profit / Volunteering","1870"
"Cd5935113D8171e","Powell Inc","Faroe Islands","1973","Apparel / Fashion","7979"
"8e6345C0b2CEF96","Hanna, Cain and Mitchell","Russian Federation","1989","Logistics / Procurement","1581"
"2eE231daf8BD637","Costa, Leblanc and Roy","Palestinian Territory","1995","Public Relations / PR","4273"
"98A087B56Dae751","Anthony, English and Gould","Jamaica","1996","Management Consulting","3086"
"710F8Fff88ab3D7","Yang LLC","Colombia","2022","Events Services","1018"
"114041D0ebdDc26","Rowland-Villegas","Somalia","1985","Performing Arts","7163"
"8AbcA144af7A6BA","Jackson and Sons","Chad","2006","Mining / Metals","6230"
"E10DBe6cCf0Aad2","Carson, Brewer and Nash","Lesotho","2012","Medical Practice","4460"
"5ad2917BBbcFb04","Soto, Mcknight and Gay","Sierra Leone","1999","Computer / Network Security","778"
"A68bdCD770515ed","Dunn LLC","Palau","1984","Sports","3643"
"5F88a299EbDdD24","Allison Ltd","El Salvador","1981","Executive Office","341"
"2caef215Bee4dEb","Christian-Robinson","Moldova","2020","Leisure / Travel","7475"
"eA48110A4571d9A","Rivas, Allen and Lam","Saudi Arabia","1977","Alternative Dispute Resolution","2610"
"3eA7C2F23D7836E","Salinas-Roman","Syrian Arab Republic","2007","Entertainment / Movie Production","9470"
"D2A6EFdDfDcBb96","Baxter, Simon and Stevens","Jordan","1980","Plastics","5834"
"c9F2f69476da2b7","Ramsey Inc","Liechtenstein","1991","Legislative Office","9458"
"babf8bBA3BfA06a","Good PLC","Tunisia","2007","Hospital / Health Care","6732"
"E6E98E5b3c45FdA","Miles, Estes and Gay","Jersey","2011","Hospitality","9188"
"6338C1c66863ED0","Bryant LLC","Iran","2006","Aviation / Aerospace","9480"
"1D3Cb96A52E3364","Bryant LLC","Antarctica (the territory South of 60 deg S)","2015","Pharmaceuticals","3435"
"cc5bD4EC161AAbB","Dudley and Sons","Mozambique","2010","Machinery","7112"
"Bd4D2e3fC43023f","Bowers, Miranda and Glass","Belize","1981","Airlines / Aviation","1368"
"0A29f67BfC5efD7","Preston Group","Turks and Caicos Islands","1985","Mechanical or Industrial Engineering","1402"
"af55a4BfCCaEfFa","Terry Group","United Kingdom","1971","Internet","5661"
"B7bDaFbBaFb29aB","Simmons, Rowland and Levy","Kyrgyz Republic","1990","Primary / Secondary Education","7527"
"50b72b2C96ce8f4","Cummings Ltd","Western Sahara","1999","Aviation / Aerospace","2675"
"846fE0bB4DE44bA","Montgomery PLC","Colombia","1985","Facilities Services","9959"
"989e255E21FA13D","Mack, Hudson and Robertson","Cape Verde","2021","Consumer Electronics","8561"
"2F00f025fAeCc75","Gordon Inc","Guinea-Bissau","2016","Fundraising","5539"
"7C5a5FDbc7F6dBf","Clayton, Carter and Richardson","Kenya","2017","Consumer Services","7656"
"12AFe29AEeF2D20","Henderson, Long and Sims","French Polynesia","1975","Human Resources / HR","5187"
"23E0AFBCB8F81Ae","Butler LLC","El Salvador","1989","Law Enforcement","7193"
"82a2fe3AB8b4268","Padilla, Sandoval and Pitts","Belarus","1996","Security / Investigations","2718"
"7DC9E762FF7FDfd","Watts Group","Saint Helena","2014","Capital Markets / Hedge Fund / Private Equity","9148"
"aA5FA1e114FEe3F","Gill, Rhodes and Oneal","Kiribati","1980","Chemicals","7112"
"5aEA253b2dEAaC9","Higgins-Ho","Vietnam","1996","Security / Investigations","5984"
"ce4A7D8f7ADB73b","Juarez-Kent","Bhutan","2002","Legal Services","5368"
"1d0FdA018D5ECE8","Perkins-Higgins","Madagascar","2014","Banking / Mortgage","3517"
"02628a898Eda7D7","Fields and Sons","Togo","1985","Health / Fitness","751"
"4A7AEcACA4b0265","Bird, Bush and Blackwell","Bosnia and Herzegovina","2005","Legal Services","4711"
"d7a42EED33bFB5d","Burns-Proctor","American Samoa","1983","Import / Export","6490"
"53B1BCa9C2eDa3b","Crosby and Sons","Taiwan","1991","Graphic Design / Web Design","2735"
"d11966c154619c9","Benton LLC","Guinea","1974","Transportation","9923"
"61EDa1bEabceC09","Hess-Beltran","Egypt","2022","Apparel / Fashion","8552"
"05f34eFcbBd90Cc","Rodgers-Yang","Indonesia","1989","Wireless","1171"
"5b7216aA9A0bC0A","Wade, Bryan and Webb","China","1970","Management Consulting","3951"
"E9928045e4fe1CA","Small Group","Bolivia","1974","Oil / Energy / Solar / Greentech","8939"
"eaB6DDdfA3dDD9e","Ayala, Snow and Solis","Turkmenistan","2008","Tobacco","8311"
"E3Aa17dBdE1F66E","Morrison Group","Niger","2003","Sporting Goods","4449"
"2FfD3Fb3bFf5C2D","Ortega, Trujillo and Morrow","Senegal","1972","Restaurants","5728"
"c8bcADabCC932c7","Richards, Marshall and Heath","Suriname","1978","Aviation / Aerospace","1340"
"8B6FD27d4384fBE","Duran, Rivera and Quinn","Equatorial Guinea","1997","Glass / Ceramics / Concrete","9333"
"5D2fE0832a5c5ba","Stout, Johnson and Sexton","Niger","2008","Telecommunications","3819"
"6F0a5CEceAF7C6e","Decker Ltd","Solomon Islands","1978","Mental Health Care","7063"
"fFD79ab35eC0BB1","Baker-Lee","South Africa","1980","Luxury Goods / Jewelry","4314"
"EAf2CddB2BACE1B","Hester, Cohen and Pratt","Honduras","2019","Plastics","4083"
"EebF8aac068460E","Moore-Frost","Ghana","2009","Executive Office","1103"
"Bc1F43BDBF559A0","Orr, Rhodes and Pope","Yemen","2014","Architecture / Planning","5869"
"42DeeB52e5D8f4e","Morgan, Randall and Velez","Netherlands","1984","Architecture / Planning","8134"
"7a57AdF4FA3C505","Scott-Delgado","British Virgin Islands","1978","Pharmaceuticals","6173"
"19193Eb4Bba2320","Shepherd and Sons","Cyprus","2009","Ranching","6891"
"e68cF10d2f4aBD9","Griffin, Avila and Townsend","Tanzania","2012","Renewables / Environment","3339"
"2FbD9DBb6BCeC1C","Moreno Group","Canada","2011","Commercial Real Estate","2490"
"807aDafDbB8EFff","Mclean-Farrell","Jamaica","1975","Religious Institutions","6663"
"2DED6b5CFCFebE6","Welch-Reid","Chad","2006","Individual / Family Services","8409"
"1B98e2f7e08ADc0","Davies and Sons","Myanmar","2013","Music","9425"
"a4460EA550F6355","Pace Group","Canada","2007","Defense / Space","5649"
"Af3b1DAc4cACe5F","Ibarra-Duncan","Nepal","2000","Apparel / Fashion","8084"
"1bDBdC699D12fE7","Wells LLC","Ukraine","2021","Investment Banking / Venture","4141"
"0C7e50DAC0c35Cb","Olson-Small","Spain","2000","Luxury Goods / Jewelry","8432"
"CEb120DA358a6EA","Dudley-Cooper","Thailand","2018","Mechanical or Industrial Engineering","677"
"B8fDE25b2720C89","Jennings LLC","Australia","1992","Financial Services","3983"
"708Efd6CD31F108","Adkins Group","Bhutan","1976","Broadcast Media","6354"
"dccbC7EF9E4Cd1f","Pollard, Lowery and Kramer","Bosnia and Herzegovina","1990","Building Materials","4958"
"0EFF139392CCd0d","Hahn PLC","Jordan","1995","Computer Games","9104"
"346cd0cEEF22b7a","Mccann and Sons","Venezuela","1978","Online Publishing","1029"
"cA890B93fADb88a","Goodwin and Sons","South Africa","1984","Computer Software / Engineering","7850"
"8cdea4afc17e422","Richardson LLC","Samoa","2019","Investment Management / Hedge Fund / Private Equity","327"
"cc9AdC1a136AEF0","Melendez LLC","Sudan","2004","Transportation","5096"
"0fae94DE2E8b981","Cochran, Jennings and Hamilton","Lithuania","2007","Law Enforcement","2138"
"27ddEbCcDdf9da5","Figueroa and Sons","Turks and Caicos Islands","1998","Leisure / Travel","5387"
"CEa18aF0415e7Ea","Cooke-Beasley","Libyan Arab Jamahiriya","1977","Civil Engineering","1218"
"D03ceA50778bccA","Howard, Benton and Vega","Morocco","1986","Legislative Office","1346"
"E9d3B5F4769fEfa","Larson Inc","Cambodia","2014","Other Industry","8447"
"C6D6CB14b5e99a6","Anthony, Cannon and Cordova","United States Virgin Islands","1989","Law Enforcement","9255"
"4ebD1c4cCe5Fc2F","Cross-Gomez","Trinidad and Tobago","1972","Individual / Family Services","6319"
"b5F5fB2EcfedD76","Oliver, Bray and Francis","Saudi Arabia","1971","Oil / Energy / Solar / Greentech","7534"
"f1da549E479C499","Raymond-Vincent","Guinea","1982","Public Relations / PR","9742"
"6cb8D3C55b8EC72","Rojas, Mercer and Mckenzie","Cocos (Keeling) Islands","1985","Hospital / Health Care","3788"
"0161CdA13f9eEcA","Norton, Burch and Fischer","Guinea","1993","Outsourcing / Offshoring","2465"
"FCBAf6Af4F6f4a9","Dominguez-Diaz","Croatia","1996","Online Publishing","3225"
"f7C779fDbAEEF12","Wood-James","Congo","2019","Import / Export","4431"
"3cAdfeAD1AaAbE7","Cherry, Mckay and Hopkins","Kuwait","2012","Apparel / Fashion","5701"
"BDccFBA8B3deBBF","Hensley, Hobbs and Fisher","Cyprus","2018","Public Safety","9887"
"FabEbbEab9DBB0C","Jimenez-Cervantes","Christmas Island","1996","Sporting Goods","6222"
"dB7f59CACeB94b5","Jacobson and Sons","Zimbabwe","2012","Writing / Editing","670"
"2Cf72fcD68Ab5D8","Castillo, Cabrera and Marquez","United Arab Emirates","2011","Supermarkets","5451"
"7d69673274B21a0","Mathews and Sons","China","2006","Luxury Goods / Jewelry","2948"
"BFeeBFfa707DEC0","Lawrence-Clarke","Nicaragua","2010","Consumer Electronics","4973"
"4A9fa3838fbdC04","Gill, Colon and Sullivan","Vietnam","2014","Financial Services","4227"
"AFF31B3dE9bAbF1","Booker-Singh","Brazil","2013","Computer Hardware","1119"
"3aab8653817E7A7","Murphy, Kidd and Smith","Burundi","1971","Plastics","6734"
"EE63E2EAeCE1fAE","Ayala-Morales","Vanuatu","1997","Motion Pictures / Film","1604"
"4986D6173ac97BC","Alvarez, Randolph and Sullivan","Djibouti","2017","Medical Equipment","1881"
"54630ceBE3ADB86","Conway-Mann","Jordan","1980","Medical Practice","4041"
"Adf9170D7eAddb4","Duarte Ltd","French Guiana","1985","Judiciary","6027"
"EBa54E0f204ebD4","Atkins, Wells and Roberts","Armenia","1995","Sporting Goods","7219"
"eCF8DBD7d6F3DA9","Sparks Inc","Maldives","1994","Human Resources / HR","7733"
"E8Debc3e2BBDC7e","Coleman Inc","Switzerland","2008","Alternative Medicine","929"
"cbb4ffD5CACDAc5","Howard and Sons","Paraguay","2021","Primary / Secondary Education","9454"
"43faEaa18edD5d5","Burke, Pratt and Malone","Algeria","1991","Glass / Ceramics / Concrete","198"
"3afb61cde083CC0","Fitzgerald Inc","United States of America","1983","Renewables / Environment","1419"
"13c5daf2FAB492E","Thompson-Brock","Cyprus","2016","Investment Banking / Venture","5215"
"54dbc44B99DA98E","Hubbard-Lowe","Slovakia (Slovak Republic)","2013","Graphic Design / Web Design","9254"
"f9a5AeBD029ccFF","Wilcox PLC","Australia","1999","Capital Markets / Hedge Fund / Private Equity","812"
"F9b58EEA60AFDe7","Martin-Greer","Guatemala","2022","Security / Investigations","3405"
"c649f26F00Ff0D6","Benton, Humphrey and Welch","Uganda","1999","Semiconductors","7063"
"a1b3CdDfD2DE8F7","Reid Ltd","Montenegro","1984","Commercial Real Estate","4150"
"bC63C4E364AA3BE","Thomas, Hubbard and Gilmore","Solomon Islands","2004","Food Production","3409"
"2eFBfE58B3fe379","Hodges Ltd","Rwanda","1987","Non - Profit / Volunteering","6716"
"65a39D9Ed1a80Ae","Ruiz LLC","Gambia","1977","Capital Markets / Hedge Fund / Private Equity","7511"
"aa34d723cBCDbcB","Herman-Lopez","Senegal","1990","Consumer Services","4098"
"4C55012Aae9E3D3","Jarvis, Booth and Little","Somalia","1972","Civic / Social Organization","9375"
"23E9C4CEc5fAca1","Salazar-Ashley","Slovenia","1992","Biotechnology / Greentech","1446"
"6557cDDf97CcB6b","Stafford Ltd","Central African Republic","1999","Consumer Services","5766"
"7f57c0a0be665bF","Cordova-White","Mozambique","2020","Renewables / Environment","4930"
"C83b4b665acFCF2","Mckenzie and Sons","Lebanon","2001","Research Industry","4678"
"7ecFaA5cB1fDC4f","Hernandez, Snyder and Mcdaniel","Portugal","2006","Investment Banking / Venture","9892"
"7D9F3E7e5FB7668","Benton-Gould","Saint Kitts and Nevis","1980","Renewables / Environment","163"
"11fd8E81f4BC309","Schmitt-Ross","Palestinian Territory","1986","Broadcast Media","3800"
"eA2a4eFb1aDe9EA","Church Ltd","Venezuela","1987","Food / Beverages","6174"
"C4d2fB9AbAEBC7b","Greer, Stephens and Mccullough","Ecuador","1976","Dairy","3938"
"BEaAd2359e1eb56","Gonzales, Schroeder and Harrison","Qatar","1982","Motion Pictures / Film","9265"
"87AFb90e5af04ca","Glover, Salas and Hall","Nepal","2013","Law Enforcement","1004"
"A22Db8eaD9394dD","Moreno, Montgomery and Whitehead","Costa Rica","2001","International Affairs","7824"
"aEBa12Ca66ade86","Sloan Inc","Namibia","1985","Consumer Goods","6803"
"0B16C0af0debB6E","Carney and Sons","Iraq","2014","Music","2905"
"8bEC137d0bbAb0c","Woodard, Mcmahon and Parrish","Mali","2006","Entertainment / Movie Production","2200"
"Cb66c5bc59AB8d6","Juarez-Stephenson","Peru","1990","Management Consulting","439"
"9Bfa4cF7dEE35E1","Robles, Stevenson and Rios","Afghanistan","2000","Oil / Energy / Solar / Greentech","6397"
"eCDb317EcE6A7bf","Benton PLC","Colombia","1994","Fishery","9702"
"CB3a1Dafd8C7dC8","Ritter-Tanner","Marshall Islands","2001","Executive Office","8703"
"B246c669FfaD0ca","Hensley-Garcia","Egypt","1984","Import / Export","1163"
"D5F1D15a1df8FF7","Schroeder Inc","Canada","2015","Automotive","2919"
"cf7Beb4FdF6A20A","Boyd, Chang and Perkins","Saint Barthelemy","1971","Motion Pictures / Film","5629"
"bDC263FF2f1Be09","Hinton, Glenn and Silva","Latvia","2022","Tobacco","4674"
"eA8C7AA9D0bDbDa","Castaneda-Kane","Falkland Islands (Malvinas)","1983","Tobacco","5512"
"b4B97A46E6DAeE7","Reynolds, Stanton and Holloway","Dominican Republic","2000","Translation / Localization","1639"
